Question ID,Question Title,Question Slug,Difficulty Level,Success Rate,Total Submissions,Total Accepted,Likes,Dislikes,Topic Tagged text,Topic Tagged ID,Company Tags,Hints,Similar Questions ID,Similar Questions Text,Code Snippets (Python3 or All),Question Text
2486,Append Characters to String to Make Subsequence,append-characters-to-string-to-make-subsequence,Medium,73.0,281185,205204,1144,90,"Two Pointers,String,Greedy","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3",None,"Find the longest prefix of t that is a subsequence of s. Use two variables to keep track of your location in s and t. If the characters match, increment both variables. Otherwise, only increment the variable for s. The remaining characters in t must be appended to the end of s.","392,1832","Is Subsequence,Minimum Operations to Make a Subsequence",,You are given two strings s and t consisting of only lowercase English letters. Return the minimum number of characters that need to be appended to the end of s so that t becomes a subsequence of s. A subsequence is a string that can be derived from another string by deleting some or no characters without changing the order of the remaining characters.
2487,Remove Nodes From Linked List,remove-nodes-from-linked-list,Medium,74.4,311714,231777,2269,82,"Linked List,Stack,Recursion,Monotonic Stack","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjMx,VG9waWNUYWdOb2RlOjYxMDU0",None,"Iterate on nodes in reversed order. When iterating in reversed order, save the maximum value that was passed before.","206,237,496,3217","Reverse Linked List,Delete Node in a Linked List,Next Greater Element I,Delete Nodes From Linked List Present in Array",,You are given the head of a linked list. Remove every node which has a node with a greater value anywhere to the right side of it. Return the head of the modified linked list.
2488,Count Subarrays With Median K,count-subarrays-with-median-k,Hard,45.6,34677,15812,607,16,"Array,Hash Table,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDY4",None,"Consider changing the numbers that are strictly greater than k in the array to 1, the numbers that are strictly smaller than k to -1, and k to 0. After the change, what property does a subarray with median k have in the new array? An array with median k should have a sum equal to either 0 or 1 in the new array and should contain the element k. How do you count such subarrays?","811,1445,2763","Number of Subarrays with Bounded Maximum,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,Sum of Imbalance Numbers of All Subarrays",,You are given an array nums of size n consisting of distinct integers from 1 to n and a positive integer k. Return the number of non-empty subarrays in nums that have a median equal to k. Note:
2489,Number of Substrings With Fixed Ratio,number-of-substrings-with-fixed-ratio,Medium,55.9,2544,1422,51,2,"Hash Table,Math,String,Prefix Sum","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDY4",None,Let Func(i) denote the number of 0’s in the prefix [0…i]. We want to find the number of pairs of indices L and R such that Func(R) - Func(L) : R - L - Func(R) + Func(L) = num1 : num2. It is better to simplify the formula. Func(R) * (num1 + num2) - R * num1 = Func(L) * (num1 + num2) - L * num1. Iterate from left to right and use a hash map to count the number of indices having the same value for the above formula.,696,Count Binary Substrings,,
2490,Circular Sentence,circular-sentence,Easy,70.4,257325,181204,743,26,String,VG9waWNUYWdOb2RlOjEw,None,Check the character before the empty space and the character after the empty space. Check the first character and the last character of the sentence.,1755,Defuse the Bomb,,"A sentence is a list of words that are separated by a single space with no leading or trailing spaces. Words consist of only uppercase and lowercase English letters. Uppercase and lowercase English letters are considered different. A sentence is circular if: For example, ""leetcode exercises sound delightful"", ""eetcode"", ""leetcode eats soul"" are all circular sentences. However, ""Leetcode is cool"", ""happy Leetcode"", ""Leetcode"" and ""I like Leetcode"" are not circular sentences. Given a string sentence, return true if it is circular. Otherwise, return false. "
2491,Divide Players Into Teams of Equal Skill,divide-players-into-teams-of-equal-skill,Medium,68.9,275731,190057,1049,35,"Array,Hash Table,Two Pointers,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjYxMDQ5",None,Try sorting the skill array. It is always optimal to pair the weakest available player with the strongest available player.,"453,1798","Minimum Moves to Equal Array Elements,Max Number of K-Sum Pairs",,"You are given a positive integer array skill of even length n where skill[i] denotes the skill of the ith player. Divide the players into n / 2 teams of size 2 such that the total skill of each team is equal. The chemistry of a team is equal to the product of the skills of the players on that team. Return the sum of the chemistry of all the teams, or return -1 if there is no way to divide the players into teams such that the total skill of each team is equal. "
2492,Minimum Score of a Path Between Two Cities,minimum-score-of-a-path-between-two-cities,Medium,57.8,170850,98821,1849,315,"Depth-First Search,Breadth-First Search,Union Find,Graph","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjI0",None,"Can you solve the problem if the whole graph is connected? Notice that if the graph is connected, you can always use any edge of the graph in your path. How to solve the general problem in a similar way? Remove all the nodes that are not connected to 1 and n, then apply the previous solution in the new graph.","1815,1865","Checking Existence of Edge Length Limited Paths,Checking Existence of Edge Length Limited Paths II",,"You are given a positive integer n representing n cities numbered from 1 to n. You are also given a 2D array roads where roads[i] = [ai, bi, distancei] indicates that there is a bidirectional road between cities ai and bi with a distance equal to distancei. The cities graph is not necessarily connected. The score of a path between two cities is defined as the minimum distance of a road in this path. Return the minimum possible score of a path between cities 1 and n. Note: "
2493,Divide Nodes Into the Maximum Number of Groups,divide-nodes-into-the-maximum-number-of-groups,Hard,67.4,123243,83006,945,72,"Depth-First Search,Breadth-First Search,Union Find,Graph","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjI0",None,"If the graph is not bipartite, it is not possible to group the nodes. Notice that we can solve the problem for each connected component independently, and the final answer will be just the sum of the maximum number of groups in each component. Finally, to solve the problem for each connected component, we can notice that if for some node v we fix its position to be in the leftmost group, then we can also evaluate the position of every other node. That position is the depth of the node in a bfs tree after rooting at node v.","102,801,2608","Binary Tree Level Order Traversal,Is Graph Bipartite?,Shortest Cycle in a Graph",,"You are given a positive integer n representing the number of nodes in an undirected graph. The nodes are labeled from 1 to n. You are also given a 2D integer array edges, where edges[i] = [ai, bi] indicates that there is a bidirectional edge between nodes ai and bi. Notice that the given graph may be disconnected. Divide the nodes of the graph into m groups (1-indexed) such that: Return the maximum number of groups (i.e., maximum m) into which you can divide the nodes. Return -1 if it is impossible to group the nodes with the given conditions. "
2494,Merge Overlapping Events in the Same Hall,merge-overlapping-events-in-the-same-hall,Hard,35.3,7435,2628,54,8,Database,VG9waWNUYWdOb2RlOjYxMDQz,None,,,,,
2495,Number of Subarrays Having Even Product,number-of-subarrays-having-even-product,Medium,61.6,3863,2379,52,5,"Array,Math,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz",None,The product of elements in a subarray is even if it contains at least one even element. Iterate from left to right and save the last index of an even number. Let that saved index be “j”. It can be seen that every subarray starting from earlier than index “j” and ending at the current index has an even product.,,,,
2496,Maximum Value of a String in an Array,maximum-value-of-a-string-in-an-array,Easy,73.5,77552,56964,416,23,"Array,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw",None,"For strings comprising only of digits, convert them into integers. For all other strings, calculate their length.",53,Maximum Subarray,,"The value of an alphanumeric string can be defined as: Given an array strs of alphanumeric strings, return the maximum value of any string in strs. "
2497,Maximum Star Sum of a Graph,maximum-star-sum-of-a-graph,Medium,41.0,64917,26598,433,59,"Array,Greedy,Graph,Sorting,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw",None,"A star graph doesn’t necessarily include all of its neighbors. For each node, sort its neighbors in descending order and take k max valued neighbors.","1820,1916","Number Of Ways To Reconstruct A Tree,Find Center of Star Graph",,"There is an undirected graph consisting of n nodes numbered from 0 to n - 1. You are given a 0-indexed integer array vals of length n where vals[i] denotes the value of the ith node. You are also given a 2D integer array edges where edges[i] = [ai, bi] denotes that there exists an undirected edge connecting nodes ai and bi. A star graph is a subgraph of the given graph having a center node containing 0 or more neighbors. In other words, it is a subset of edges of the given graph such that there exists a common node for all edges. The image below shows star graphs with 3 and 4 neighbors respectively, centered at the blue node. The star sum is the sum of the values of all the nodes present in the star graph. Given an integer k, return the maximum star sum of a star graph containing at most k edges. "
2498,Frog Jump II,frog-jump-ii,Medium,62.2,47619,29631,790,115,"Array,Binary Search,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjE3",None,One of the optimal strategies will be to jump to every stone. Skipping just one stone in every forward jump and jumping to those skipped stones in backward jump can minimize the maximum jump.,"70,907","Climbing Stairs,Koko Eating Bananas",,"You are given a 0-indexed integer array stones sorted in strictly increasing order representing the positions of stones in a river. A frog, initially on the first stone, wants to travel to the last stone and then return to the first stone. However, it can jump to any stone at most once. The length of a jump is the absolute difference between the position of the stone the frog is currently on and the position of the stone to which the frog jumps. The cost of a path is the maximum length of a jump among all jumps in the path. Return the minimum cost of a path for the frog. "
2499,Minimum Total Cost to Make Arrays Unequal,minimum-total-cost-to-make-arrays-unequal,Hard,40.5,13602,5512,231,12,"Array,Hash Table,Greedy,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDYy",None,"How can we check which indices of nums1 will be considered for swapping? How to minimize the number of such operations? It can be seen that greedily swapping values of indices where nums1[i] == nums2[i] is the most optimal choice. How many values cannot be swapped this way? Find which indices we will swap these remaining values with, and if there are enough such indices.",,,,"You are given two 0-indexed integer arrays nums1 and nums2, of equal length n. In one operation, you can swap the values of any two indices of nums1. The cost of this operation is the sum of the indices. Find the minimum total cost of performing the given operation any number of times such that nums1[i] != nums2[i] for all 0 <= i <= n - 1 after performing all the operations. Return the minimum total cost such that nums1 and nums2 satisfy the above condition. In case it is not possible, return -1. "
