Question ID,Question Title,Question Slug,Topic Tagged text,Topic Tagged ID,Question Text,Difficulty Level,Success Rate,total submission,total accepted,company tag,Likes,Dislikes,Hints,Similar Questions ID,Similar Questions Text
2965,Find Missing and Repeated Values,find-missing-and-repeated-values,"Array,Hash Table,Math,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDUz","You are given a 0-indexed 2D integer matrix grid of size n * n with values in the range [1, n2]. Each integer appears exactly once except a which appears twice and b which is missing. The task is to find the repeating and missing numbers a and b. Return a 0-indexed integer array ans of size 2 where ans[0] equals to a and ans[1] equals to b. ",Easy,83.5,308358,257475,None,783,35,,,
2966,Divide Array Into Arrays With Max Difference,divide-array-into-arrays-with-max-difference,"Array,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5","You are given an integer array nums of size n where n is a multiple of 3 and a positive integer k. Divide the array nums into n / 3 arrays of size 3 satisfying the following condition: Return a 2D array containing the arrays. If it is impossible to satisfy the conditions, return an empty array. And if there are multiple answers, return any of them. ",Medium,78.6,343841,270319,None,1148,219,Try to use a greedy approach. Sort the array and try to group each 3 consecutive elements.,,
2967,Minimum Cost to Make Array Equalindromic,minimum-cost-to-make-array-equalindromic,"Array,Math,Binary Search,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5","You are given a 0-indexed integer array nums having length n. You are allowed to perform a special move any number of times (including zero) on nums. In one special move you perform the following steps in order: A palindromic number is a positive integer that remains the same when its digits are reversed. For example, 121, 2552 and 65756 are palindromic numbers whereas 24, 46, 235 are not palindromic numbers. An array is considered equalindromic if all the elements in the array are equal to an integer y, where y is a palindromic number less than 109. Return an integer denoting the minimum possible total cost to make nums equalindromic by performing any number of special moves. ",Medium,22.5,65776,14827,None,238,99,"Find the median of nums after sorting it (if the length is even, we can select any number from the two in the middle). Let’s call it m. Try the smallest palindromic number that is larger than or equal to m (if any) and the largest palindromic number that is smaller than or equal to m (if any). These two values are the candidate palindromic numbers for values of all indices. We can use math constructions to construct the two palindromic numbers in O(log(m) / 2) time or we can do it using brute-force by starting from m and checking smaller and larger values in O(sqrt(10log(m))). It is also possible to just generate all palindromic numbers using recursion in O(sqrt(109log(109)).","462,2448","Minimum Moves to Equal Array Elements II,Minimum Cost to Make Array Equal"
2968,Apply Operations to Maximize Frequency Score,apply-operations-to-maximize-frequency-score,"Array,Binary Search,Sliding Window,Sorting,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDY4",You are given a 0-indexed integer array nums and an integer k. You can perform the following operation on the array at most k times: The score of the final array is the frequency of the most frequent element in the array. Return the maximum score you can achieve. The frequency of an element is the number of occurences of that element in the array. ,Hard,36.4,22448,8171,None,277,6,"If you sort the original array, it is optimal to apply the operations on one subarray such that all the elements of that subarray become equal. You can use binary search to find the longest subarray where we can make the elements equal in at most k operations.",1966,Frequency of the Most Frequent Element
2969,Minimum Number of Coins for Fruits II,minimum-number-of-coins-for-fruits-ii,"Array,Dynamic Programming,Queue,Heap (Priority Queue),Monotonic Queue","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjM0,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDcx",,Hard,45.3,1787,809,None,20,0,"Use DP + Fenwick tree. There is another creative solution using multiset instead of Fenwick. Imagine we want to calculate dp[i] which is the answer to the problem for the first i fruits. If we buy lth fruit from the set of indices: [(i + 1) / 2, (i + 1) / 2 + 1, (i + 1) / 2 + 2, ..., i - 1], then we can get fruits l + 1, l + 2, ..., i for free. We just need to get all the first l - 1 fruits as well and the minimum price for that, is dp[l - 1]. So at the index i, we are looking for such an index l that dp[l - 1] + prices[l] is as minimum as possible. We can store these values in a multiset and update the values in it.",,
2970,Count the Number of Incremovable Subarrays I,count-the-number-of-incremovable-subarrays-i,"Array,Two Pointers,Binary Search,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDY2","You are given a 0-indexed array of positive integers nums. A subarray of nums is called incremovable if nums becomes strictly increasing on removing the subarray. For example, the subarray [3, 4] is an incremovable subarray of [5, 3, 4, 6, 7] because removing this subarray changes the array [5, 3, 4, 6, 7] to [5, 6, 7] which is strictly increasing. Return the total number of incremovable subarrays of nums. Note that an empty array is considered strictly increasing. A subarray is a contiguous non-empty sequence of elements within an array. ",Easy,54.8,48767,26743,None,190,117,Use two loops to check all the subarrays.,"1679,3034","Shortest Subarray to be Removed to Make Array Sorted,Number of Subarrays That Match a Pattern I"
2971,Find Polygon With the Largest Perimeter,find-polygon-with-the-largest-perimeter,"Array,Greedy,Sorting,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDY4","You are given an array of positive integers nums of length n. A polygon is a closed plane figure that has at least 3 sides. The longest side of a polygon is smaller than the sum of its other sides. Conversely, if you have k (k >= 3) positive real numbers a1, a2, a3, ..., ak where a1 <= a2 <= a3 <= ... <= ak and a1 + a2 + a3 + ... + ak-1 > ak, then there always exists a polygon with k sides whose lengths are a1, a2, a3, ..., ak. The perimeter of a polygon is the sum of lengths of its sides. Return the largest possible perimeter of a polygon whose sides can be formed from nums, or -1 if it is not possible to create a polygon. ",Medium,65.4,215118,140604,None,811,70,"Sort the array. Use greedy algorithm. If we select an edge as the longest side, it is always better to pick up all the edges with length no longer than this longest edge. Note that the number of edges should not be less than 3.","259,611","3Sum Smaller,Valid Triangle Number"
2972,Count the Number of Incremovable Subarrays II,count-the-number-of-incremovable-subarrays-ii,"Array,Two Pointers,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx","You are given a 0-indexed array of positive integers nums. A subarray of nums is called incremovable if nums becomes strictly increasing on removing the subarray. For example, the subarray [3, 4] is an incremovable subarray of [5, 3, 4, 6, 7] because removing this subarray changes the array [5, 3, 4, 6, 7] to [5, 6, 7] which is strictly increasing. Return the total number of incremovable subarrays of nums. Note that an empty array is considered strictly increasing. A subarray is a contiguous non-empty sequence of elements within an array. ",Hard,39.0,25577,9978,None,238,19,"Calculate the largest x such that nums[0..x] is strictly increasing. Calculate the smallest y such that nums[y..nums.length-1] is strictly increasing. For each i in [0, x], select the smallest j in [y, nums.length - 1]. Then we can keep the prefix with any suffix of [j, nums.length - 1] (including the empty one). Note that when i increases, j won’t decrease. Use two-pointers. Note that we cannot delete an empty array, but we can delete the whole array.",1679,Shortest Subarray to be Removed to Make Array Sorted
2973,Find Number of Coins to Place in Tree Nodes,find-number-of-coins-to-place-in-tree-nodes,"Dynamic Programming,Tree,Depth-First Search,Sorting,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw","You are given an undirected tree with n nodes labeled from 0 to n - 1, and rooted at node 0. You are given a 2D integer array edges of length n - 1, where edges[i] = [ai, bi] indicates that there is an edge between nodes ai and bi in the tree. You are also given a 0-indexed integer array cost of length n, where cost[i] is the cost assigned to the ith node. You need to place some coins on every node of the tree. The number of coins to be placed at node i can be calculated as: Return an array coin of size n such that coin[i] is the number of coins placed at node i. ",Hard,36.4,27677,10078,None,188,22,"Use DFS on the whole tree, for each subtree, save the largest three positive costs and the smallest three non-positive costs. This can be done by using two Heaps with the size of at most three. You need to store at most six values at each subtree. If there are more than three values in total, we can sort them. Let’s call the resultant array A, the maximum product of three is max(A[0] * A[1] * A[n - 1], A[n - 1] * A[n - 2] * A[n - 3]). Don’t forget to set the result to 0 if the value is negative. If there are less than three values for a subtree, set its result to 1.","2603,3068","Collect Coins in a Tree,Find the Maximum Sum of Node Values"
2974,Minimum Number Game,minimum-number-game,"Array,Sorting,Heap (Priority Queue),Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDU1",You are given a 0-indexed integer array nums of even length and there is also an empty array arr. Alice and Bob decided to play a game where in every round Alice and Bob will do one move. The rules of the game are as follows: Return the resulting array arr. ,Easy,84.9,136832,116165,None,277,20,Sort the array in increasing order and then swap the adjacent elements.,,
2975,Maximum Square Area by Removing Fences From a Field,maximum-square-area-by-removing-fences-from-a-field,"Array,Hash Table,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDY2","There is a large (m - 1) x (n - 1) rectangular field with corners at (1, 1) and (m, n) containing some horizontal and vertical fences given in arrays hFences and vFences respectively. Horizontal fences are from the coordinates (hFences[i], 1) to (hFences[i], n) and vertical fences are from the coordinates (1, vFences[i]) to (m, vFences[i]). Return the maximum area of a square field that can be formed by removing some fences (possibly none) or -1 if it is impossible to make a square field. Since the answer may be large, return it modulo 109 + 7. Note: The field is surrounded by two horizontal fences from the coordinates (1, 1) to (1, n) and (m, 1) to (m, n) and two vertical fences from the coordinates (1, 1) to (m, 1) and (1, n) to (m, n). These fences cannot be removed. ",Medium,24.1,69090,16677,None,145,118,Put 1 and m into hFences. The differences of any two values in the new hFences can be a horizontal edge of a rectangle. Similarly put 1 and n into vFences. The differences of any two values in the new vFences can be a vertical edge of a rectangle. Our goal is to find the maximum common value in both parts.,2943,Maximize Area of Square Hole in Grid
